study_accession	sample_accession	secondary_sample_accession	sample_alias	experiment_accession	run_accession	scientific_name	instrument_model	library_layout	library_source	library_selection	read_count	base_count	experiment_title	fastq_ftp
PRJEB634	SAMEA1712206	ERS188244	A57208-sc-2012-11-09T12:21:36Z-1500180	ERX209662	ERR235157	Salmonella enterica subsp. enterica serovar Enteritidis str. P125109	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2720719	544143800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235157/ERR235157_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235157/ERR235157_2.fastq.gz
PRJEB634	SAMEA1712340	ERS188245	A30782-sc-2012-11-09T12:21:37Z-1500181	ERX209663	ERR235158	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2886545	577309000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235158/ERR235158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235158/ERR235158_2.fastq.gz
PRJEB634	SAMEA1712326	ERS188246	D3558-sc-2012-11-09T12:21:38Z-1500182	ERX209664	ERR235159	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1497113	299422600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235159/ERR235159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235159/ERR235159_2.fastq.gz
PRJEB634	SAMEA1712316	ERS188247	A12683-sc-2012-11-09T12:21:39Z-1500183	ERX209665	ERR235160	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1511644	302328800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235160/ERR235160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235160/ERR235160_2.fastq.gz
PRJEB634	SAMEA1712297	ERS188248	6567-sc-2012-11-09T12:21:40Z-1500184	ERX209666	ERR235161	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1162984	232596800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235161/ERR235161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235161/ERR235161_2.fastq.gz
PRJEB634	SAMEA1712279	ERS188249	7866-sc-2012-11-09T12:21:41Z-1500185	ERX209667	ERR235162	Salmonella enterica subsp. enterica serovar Enteritidis str. P125109	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1034183	206836600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235162/ERR235162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235162/ERR235162_2.fastq.gz
PRJEB634	SAMEA1712296	ERS188250	A51583-sc-2012-11-09T12:21:42Z-1500186	ERX209668	ERR235163	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1210468	242093600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235163/ERR235163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235163/ERR235163_2.fastq.gz
PRJEB634	SAMEA1712308	ERS188251	D11200-sc-2012-11-09T12:21:42Z-1500187	ERX209669	ERR235164	Salmonella enterica subsp. enterica serovar Enteritidis str. P125109	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1101418	220283600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235164/ERR235164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235164/ERR235164_2.fastq.gz
PRJEB634	SAMEA1712253	ERS188252	A54595-sc-2012-11-09T12:21:44Z-1500188	ERX209670	ERR235165	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1267081	253416200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235165/ERR235165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235165/ERR235165_2.fastq.gz
PRJEB634	SAMEA1712247	ERS188253	A56756-sc-2012-11-09T12:21:45Z-1500189	ERX209671	ERR235166	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1121544	224308800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235166/ERR235166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235166/ERR235166_2.fastq.gz
PRJEB634	SAMEA1712269	ERS188254	A53016-sc-2012-11-09T12:21:45Z-1500190	ERX209672	ERR235167	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1245159	249031800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235167/ERR235167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235167/ERR235167_2.fastq.gz
PRJEB634	SAMEA1712208	ERS188255	A31243-sc-2012-11-09T12:21:46Z-1500191	ERX209673	ERR235168	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1354237	270847400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235168/ERR235168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235168/ERR235168_2.fastq.gz
PRJEB634	SAMEA1712238	ERS188256	A9215-sc-2012-11-09T12:21:47Z-1500192	ERX209674	ERR235169	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1350374	270074800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235169/ERR235169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235169/ERR235169_2.fastq.gz
PRJEB634	SAMEA1712480	ERS188257	D11119-sc-2012-11-09T12:21:48Z-1500193	ERX209675	ERR235170	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	852449	170489800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235170/ERR235170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235170/ERR235170_2.fastq.gz
PRJEB634	SAMEA1712502	ERS188258	7909-sc-2012-11-09T12:21:49Z-1500194	ERX209676	ERR235171	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	716824	143364800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235171/ERR235171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235171/ERR235171_2.fastq.gz
PRJEB634	SAMEA1712449	ERS188259	D47481-sc-2012-11-09T12:21:50Z-1500195	ERX209677	ERR235172	Salmonella enterica subsp. enterica serovar Enteritidis str. P125109	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1367929	273585800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235172/ERR235172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235172/ERR235172_2.fastq.gz
PRJEB634	SAMEA1712382	ERS188260	A54059-sc-2012-11-09T12:21:51Z-1500196	ERX209678	ERR235173	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1747020	349404000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235173/ERR235173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235173/ERR235173_2.fastq.gz
PRJEB634	SAMEA1712355	ERS188261	D54684-sc-2012-11-09T12:21:52Z-1500197	ERX209679	ERR235174	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1066032	213206400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235174/ERR235174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235174/ERR235174_2.fastq.gz
PRJEB634	SAMEA1712419	ERS188262	A36950-sc-2012-11-09T12:21:53Z-1500198	ERX209680	ERR235175	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1259871	251974200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235175/ERR235175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235175/ERR235175_2.fastq.gz
PRJEB634	SAMEA1712390	ERS188263	A46277-sc-2012-11-09T12:21:54Z-1500199	ERX209681	ERR235176	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1717386	343477200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235176/ERR235176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235176/ERR235176_2.fastq.gz
PRJEB634	SAMEA1712394	ERS188264	A31878-sc-2012-11-09T12:21:55Z-1500200	ERX209682	ERR235177	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1244917	248983400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235177/ERR235177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235177/ERR235177_2.fastq.gz
PRJEB634	SAMEA1712290	ERS188265	D16245-sc-2012-11-09T12:21:56Z-1500201	ERX209683	ERR235178	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1235693	247138600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235178/ERR235178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235178/ERR235178_2.fastq.gz
PRJEB634	SAMEA1712300	ERS188266	10991-sc-2012-11-09T12:21:56Z-1500202	ERX209684	ERR235179	Salmonella enterica subsp. enterica serovar Enteritidis str. P125109	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1167617	233523400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235179/ERR235179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235179/ERR235179_2.fastq.gz
PRJEB634	SAMEA1712331	ERS188267	9486-sc-2012-11-09T12:21:57Z-1500203	ERX209685	ERR235180	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1035304	207060800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235180/ERR235180_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235180/ERR235180_2.fastq.gz
PRJEB634	SAMEA1712348	ERS188268	A51073-sc-2012-11-09T12:21:58Z-1500204	ERX209686	ERR235181	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1136649	227329800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235181/ERR235181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235181/ERR235181_2.fastq.gz
PRJEB634	SAMEA1712222	ERS188269	A38311-sc-2012-11-09T12:21:59Z-1500205	ERX209687	ERR235182	Salmonella enterica subsp. enterica serovar Enteritidis str. P125109	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1578667	315733400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235182/ERR235182_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235182/ERR235182_2.fastq.gz
PRJEB634	SAMEA1712311	ERS188270	A53811-sc-2012-11-09T12:22:00Z-1500206	ERX209688	ERR235183	Salmonella enterica subsp. enterica serovar Enteritidis str. P125109	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1157695	231539000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235183/ERR235183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235183/ERR235183_2.fastq.gz
PRJEB634	SAMEA1712294	ERS188271	A36678-sc-2012-11-09T12:22:01Z-1500207	ERX209689	ERR235184	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	814721	162944200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235184/ERR235184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235184/ERR235184_2.fastq.gz
PRJEB634	SAMEA1712437	ERS188272	D56125-sc-2012-11-09T12:22:02Z-1500208	ERX209690	ERR235185	Salmonella enterica subsp. enterica serovar Enteritidis str. P125109	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	948282	189656400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235185/ERR235185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235185/ERR235185_2.fastq.gz
PRJEB634	SAMEA1712396	ERS188273	A53742-sc-2012-11-09T12:22:03Z-1500209	ERX209691	ERR235186	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1706573	341314600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235186/ERR235186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235186/ERR235186_2.fastq.gz
PRJEB634	SAMEA1712385	ERS188274	8323-sc-2012-11-09T12:22:04Z-1500210	ERX209692	ERR235187	Salmonella enterica subsp. enterica serovar Enteritidis str. P125109	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1053917	210783400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235187/ERR235187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235187/ERR235187_2.fastq.gz
PRJEB634	SAMEA1712369	ERS188275	D17739-sc-2012-11-09T12:22:05Z-1500211	ERX209693	ERR235188	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1847153	369430600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235188/ERR235188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235188/ERR235188_2.fastq.gz
PRJEB634	SAMEA1712354	ERS188276	A7828-sc-2012-11-09T12:22:06Z-1500212	ERX209694	ERR235189	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1560765	312153000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235189/ERR235189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235189/ERR235189_2.fastq.gz
PRJEB634	SAMEA1712498	ERS188277	A53843-sc-2012-11-09T12:22:07Z-1500213	ERX209695	ERR235190	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1708908	341781600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235190/ERR235190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235190/ERR235190_2.fastq.gz
PRJEB634	SAMEA1712496	ERS188278	A36950-sc-2012-11-09T12:22:08Z-1500214	ERX209696	ERR235191	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1054085	210817000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235191/ERR235191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235191/ERR235191_2.fastq.gz
PRJEB634	SAMEA1712473	ERS188279	A45427-sc-2012-11-09T12:22:10Z-1500215	ERX209697	ERR235192	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1007782	201556400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235192/ERR235192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235192/ERR235192_2.fastq.gz
PRJEB634	SAMEA1712239	ERS188280	A35261-sc-2012-11-09T12:22:10Z-1500216	ERX209698	ERR235193	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1523995	304799000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235193/ERR235193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235193/ERR235193_2.fastq.gz
PRJEB634	SAMEA1712218	ERS188281	A41750-sc-2012-11-09T12:22:11Z-1500217	ERX209699	ERR235194	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1333125	266625000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235194/ERR235194_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235194/ERR235194_2.fastq.gz
PRJEB634	SAMEA1712274	ERS188282	1971-sc-2012-11-09T12:22:12Z-1500218	ERX209700	ERR235195	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1180085	236017000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235195/ERR235195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235195/ERR235195_2.fastq.gz
PRJEB634	SAMEA1712249	ERS188283	D5408-sc-2012-11-09T12:22:13Z-1500219	ERX209701	ERR235196	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1027490	205498000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235196/ERR235196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235196/ERR235196_2.fastq.gz
PRJEB634	SAMEA1712302	ERS188284	1016082-sc-2012-11-09T12:22:14Z-1500220	ERX209702	ERR235197	Salmonella enterica subsp. enterica serovar Typhimurium	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1696955	339391000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235197/ERR235197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235197/ERR235197_2.fastq.gz
PRJEB634	SAMEA1712287	ERS188285	1022549-sc-2012-11-09T12:22:18Z-1500221	ERX209703	ERR235198	Salmonella enterica subsp. enterica serovar Typhimurium	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2178458	435691600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235198/ERR235198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235198/ERR235198_2.fastq.gz
PRJEB634	SAMEA1712293	ERS188286	1031325-sc-2012-11-09T12:22:19Z-1500222	ERX209704	ERR235199	Salmonella enterica subsp. enterica serovar Typhimurium	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2123735	424747000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235199/ERR235199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235199/ERR235199_2.fastq.gz
PRJEB634	SAMEA1712344	ERS188287	A58242-sc-2012-11-09T12:22:20Z-1500223	ERX209705	ERR235200	Salmonella enterica subsp. enterica serovar Typhimurium	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1905210	381042000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235200/ERR235200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235200/ERR235200_2.fastq.gz
PRJEB634	SAMEA1712327	ERS188288	1009180-sc-2012-11-09T12:22:21Z-1500224	ERX209706	ERR235201	Salmonella enterica subsp. enterica serovar Typhimurium	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2312008	462401600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235201/ERR235201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235201/ERR235201_2.fastq.gz
PRJEB634	SAMEA1712386	ERS188289	1012697-sc-2012-11-09T12:22:22Z-1500225	ERX209707	ERR235202	Salmonella enterica subsp. enterica serovar Typhimurium	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2786108	557221600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235202/ERR235202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235202/ERR235202_2.fastq.gz
PRJEB634	SAMEA1712431	ERS188290	1019289-sc-2012-11-09T12:22:23Z-1500226	ERX209708	ERR235203	Salmonella enterica subsp. enterica serovar Typhimurium	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2615865	523173000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235203/ERR235203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235203/ERR235203_2.fastq.gz
PRJEB634	SAMEA1712425	ERS188291	A54860-sc-2012-11-09T12:22:24Z-1500227	ERX209709	ERR235204	Salmonella enterica subsp. enterica serovar Typhimurium	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2637123	527424600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235204/ERR235204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235204/ERR235204_2.fastq.gz
PRJEB634	SAMEA1712452	ERS188292	1016078-sc-2012-11-09T12:22:25Z-1500228	ERX209710	ERR235205	Salmonella enterica subsp. enterica serovar Typhimurium	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	234537	46907400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235205/ERR235205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235205/ERR235205_2.fastq.gz
PRJEB634	SAMEA1712464	ERS188293	1025507-sc-2012-11-09T12:22:26Z-1500229	ERX209711	ERR235206	Salmonella enterica subsp. enterica serovar Typhimurium	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	70231	14046200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235206/ERR235206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235206/ERR235206_2.fastq.gz
PRJEB634	SAMEA1712489	ERS188294	BFW124-sc-2012-11-09T12:22:26Z-1500230	ERX209712	ERR235207	Salmonella enterica subsp. enterica serovar Typhimurium	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	84729	16945800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235207/ERR235207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235207/ERR235207_2.fastq.gz
PRJEB634	SAMEA1712505	ERS188295	A58303-sc-2012-11-09T12:22:27Z-1500231	ERX209713	ERR235208	Salmonella enterica subsp. enterica serovar Typhimurium	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1793772	358754400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235208/ERR235208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235208/ERR235208_2.fastq.gz
PRJEB634	SAMEA1712493	ERS188296	1009557-sc-2012-11-09T12:22:28Z-1500232	ERX209714	ERR235209	Salmonella enterica subsp. enterica serovar Typhimurium	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2448147	489629400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235209/ERR235209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235209/ERR235209_2.fastq.gz
PRJEB634	SAMEA1712479	ERS188297	1013755-sc-2012-11-09T12:22:29Z-1500233	ERX209715	ERR235210	Salmonella enterica subsp. enterica serovar Typhimurium	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2010399	402079800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235210/ERR235210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235210/ERR235210_2.fastq.gz
PRJEB634	SAMEA1712497	ERS188298	1020795-sc-2012-11-09T12:22:30Z-1500234	ERX209716	ERR235211	Salmonella enterica subsp. enterica serovar Typhimurium	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2279532	455906400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235211/ERR235211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235211/ERR235211_2.fastq.gz
